YY1,WGT,INCOME,WAGEINC,NORMINC,IRAKH,THRIFT,RETQLIQ,EDN_INST,DEBT,NETWORTH,ASSET,FIN,CCBAL,DCPLANCJ,AGE,AGECL,HHSEX,MARRIED,KIDS,EDUC,EDCL,RACECL4,LF,HRETQLIQ,ANYPEN,DBPLANCJ,HEDN_INST,NWCAT,INCCAT,has_student_debt,has_ira,has_retirement,age_group,educ_group,race_group,income_group,nw_group,is_married,is_female,in_labor_force,debt_to_income
950,695.455943356,203427.60521,0.0,203427.60521,3264600.0,0.0,3264600.0,0.0,720000.0,19575000.0,20295000.0,4602000.0,20000.0,0.0,66,5,1,1,0,12,4,1,1,1,0,0,0,5,5,0,1,1,65-74,College degree+,White non-Hispanic,80-89.9%,Top 10%,1,0,1,0.0
951,10590.7219022,51883.767535,49505.7615232,51883.767535,0.0,0.0,0.0,0.0,0.0,49140.0,49140.0,10540.0,0.0,0.0,25,1,1,2,0,8,2,3,1,0,0,0,0,2,2,0,0,0,18-34,HS diploma/GED,Hispanic,20-39.9%,25-49.9%,0,0,1,0.0
952,10677.4829692,24860.971944,0.0,24860.971944,0.0,0.0,0.0,0.0,21900.0,39480.0,61380.0,3920.0,100.0,0.0,68,5,1,1,0,8,2,1,0,0,0,0,0,2,1,0,0,0,65-74,HS diploma/GED,White non-Hispanic,Bottom 20%,25-49.9%,1,0,0,0.0
953,3026.43084284,22266.7835674,0.0,22266.7835674,0.0,0.0,0.0,0.0,13000.0,207020.0,220020.0,13000.0,0.0,0.0,72,5,2,2,0,5,1,4,0,0,0,0,0,3,1,0,0,0,65-74,No HS diploma,Other,Bottom 20%,50-74.9%,0,1,0,0.0
954,3767.65461418,82797.84568960001,83014.0280556,49938.1262528,0.0,0.0,0.0,1500.0,8850.0,62912.0,71762.0,3182.0,150.0,0.0,43,2,1,1,2,-1,1,3,0,0,0,0,1,2,4,1,0,0,35-44,No HS diploma,Hispanic,60-79.9%,25-49.9%,1,0,0,0.01811641338620493
955,4957.100044420001,52532.314629199995,0.0,106361.7234482,0.0,0.0,0.0,0.0,2288.0,879650.0,881938.0,228398.0,2288.0,0.0,74,5,1,1,0,13,4,4,1,0,0,0,0,4,2,0,0,0,65-74,College degree+,Other,20-39.9%,75-89.9%,1,0,1,0.0
956,1298.54252328,422420.34068400005,413989.22846,422420.34068400005,976600.0,772000.0,1748600.0,0.0,356400.0,3654600.0,4011000.0,3285400.0,0.0,1.0,48,3,1,1,3,13,4,1,1,1,1,0,0,5,6,0,1,1,45-54,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
957,14265.8761988,20753.507013799997,0.0,37399.549098200005,0.0,0.0,0.0,0.0,600000.0,412730.0,1012730.0,1150.0,0.0,0.0,67,5,2,2,0,9,3,1,1,0,0,0,0,3,1,0,0,0,65-74,Some college,White non-Hispanic,Bottom 20%,50-74.9%,0,1,1,0.0
958,770.5680204399999,2803042.1593400002,171216.43286799997,2803042.1593400002,1386200.0,0.0,1386200.0,0.0,737200.0,48565532.0,49302732.0,9797932.0,0.0,0.0,58,4,1,1,1,14,4,1,1,1,0,0,0,5,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
959,9921.25126134,74582.915832,59450.150301,75663.827655,0.0,0.0,0.0,0.0,41900.0,-38400.0,3500.0,3500.0,7900.0,0.0,53,3,1,2,0,9,3,1,1,0,0,0,0,1,3,0,0,0,45-54,Some college,White non-Hispanic,40-59.9%,Bottom 25%,0,0,1,0.0
960,14943.180939599999,18591.6833668,0.0,18591.6833668,0.0,0.0,0.0,0.0,50000.0,80020.0,130020.0,120.0,0.0,0.0,62,4,1,2,0,8,2,1,0,0,0,0,0,2,1,0,0,0,55-64,HS diploma/GED,White non-Hispanic,Bottom 20%,25-49.9%,0,0,0,0.0
961,11833.2785986,69826.9038074,72204.9098194,69826.9038074,0.0,24100.0,24100.0,35234.0,228984.0,123586.0,352570.0,39520.0,3750.0,1.0,51,3,1,2,1,12,4,1,1,1,1,0,1,2,3,1,0,1,45-54,College degree+,White non-Hispanic,40-59.9%,25-49.9%,0,0,1,0.5045906101920852
962,9035.429509239999,85392.0340674,85175.85170259999,129709.41883999998,0.0,24200.0,24200.0,0.0,167420.0,264780.0,432200.0,49200.0,1860.0,1.0,37,2,1,1,3,11,3,3,1,1,1,0,0,3,3,0,0,1,35-44,Some college,Hispanic,40-59.9%,50-74.9%,1,0,1,0.0
963,6288.924207,22050.601202600003,11890.03006,23780.06012,0.0,0.0,0.0,0.0,9100.0,263900.0,273000.0,149000.0,9100.0,0.0,53,3,1,2,0,8,2,1,1,0,0,0,0,3,1,0,0,0,45-54,HS diploma/GED,White non-Hispanic,Bottom 20%,50-74.9%,0,0,1,0.0
964,13530.8742202,303520.040076,303520.040076,303520.040076,0.0,80000.0,80000.0,0.0,16000.0,123500.0,139500.0,100500.0,0.0,1.0,26,1,1,2,0,12,4,4,1,1,1,0,0,2,6,0,0,1,18-34,College degree+,Other,Top 10%,25-49.9%,0,0,1,0.0
965,1831.14148204,48208.667334599995,48208.667334599995,48208.667334599995,0.0,0.0,0.0,0.0,12000.0,-11900.0,100.0,100.0,12000.0,0.0,40,2,1,1,0,8,2,4,1,0,0,0,0,1,2,0,0,0,35-44,HS diploma/GED,Other,20-39.9%,Bottom 25%,1,0,1,0.0
966,7580.447709319999,221586.92385,0.0,221586.92385,300000.0,0.0,300000.0,0.0,100.0,1195280.0,1195380.0,309000.0,100.0,0.0,72,5,1,1,0,10,3,1,0,1,1,1,0,4,5,0,1,1,65-74,Some college,White non-Hispanic,80-89.9%,75-89.9%,1,0,0,0.0
967,264.517414926,462414.078156,148301.102204,462414.078156,0.0,575000.0,575000.0,0.0,0.0,2792640.0,2792640.0,1273000.0,0.0,1.0,58,4,1,1,0,14,4,4,1,1,1,0,0,5,6,0,0,1,55-64,College degree+,Other,Top 10%,Top 10%,1,0,1,0.0
968,2097.3857641,48857.2144288,21618.236473,48857.2144288,0.0,0.0,0.0,700.0,1220.0,18980.0,20200.0,13200.0,520.0,0.0,72,5,2,2,2,11,3,2,0,0,0,0,1,1,2,1,0,0,65-74,Some college,Black/African-American,20-39.9%,Bottom 25%,0,1,0,0.014327464391571391
969,4709.83972086,41074.649299,37831.913828,41074.649299,0.0,0.0,0.0,0.0,241700.0,214300.0,456000.0,0.0,1700.0,0.0,38,2,1,1,1,12,4,3,1,0,1,1,0,3,2,0,0,0,35-44,College degree+,Hispanic,20-39.9%,50-74.9%,1,0,1,0.0
970,8169.07174396,153273.296594,79987.47495,153273.296594,0.0,40000.0,2290000.0,0.0,0.0,3102440.0,3102440.0,2330000.0,0.0,1.0,62,4,1,1,0,12,4,1,0,1,1,1,0,5,5,0,0,1,55-64,College degree+,White non-Hispanic,80-89.9%,Top 10%,1,0,0,0.0
971,2919.8349636,43668.8376756,43885.0200404,43668.8376756,0.0,0.0,0.0,1000.0,131700.0,135200.0,266900.0,10500.0,700.0,0.0,41,2,1,1,2,8,2,2,1,0,0,0,1,2,2,1,0,0,35-44,HS diploma/GED,Black/African-American,20-39.9%,25-49.9%,1,0,1,0.022899624840684755
972,4600.142740339999,88202.4048096,87986.22244479999,88202.4048096,0.0,0.0,0.0,0.0,31760.0,26748.0,58508.0,508.0,1760.0,0.0,29,1,1,1,0,7,1,3,1,0,1,1,0,1,4,0,0,0,18-34,No HS diploma,Hispanic,60-79.9%,Bottom 25%,1,0,1,0.0
973,39.182118055000004,2879549.09818,1560836.67338,2879549.09818,0.0,440000.0,440000.0,0.0,87200.0,22840420.0,22927620.0,20738200.0,0.0,1.0,72,5,1,1,0,13,4,1,1,1,1,1,0,5,6,0,0,1,65-74,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
974,12767.3479444,61611.973948,61611.973948,61611.973948,0.0,42000.0,42000.0,0.0,159540.0,101882.0,261422.0,42782.0,0.0,1.0,43,2,1,1,2,8,2,2,1,1,1,1,0,2,3,0,0,1,35-44,HS diploma/GED,Black/African-American,40-59.9%,25-49.9%,1,0,1,0.0
975,2344.00605704,21185.8717434,0.0,21185.8717434,0.0,0.0,0.0,0.0,0.0,1540.0,1540.0,1540.0,0.0,0.0,70,5,1,1,0,2,1,2,0,0,0,0,0,1,1,0,0,0,65-74,No HS diploma,Black/African-American,Bottom 20%,Bottom 25%,1,0,0,0.0
976,54.1102688754,1608396.7935799998,1080911.8236,1608396.7935799998,1458000.0,0.0,1458000.0,0.0,1800000.0,34119796.0,35919796.0,26470396.0,0.0,0.0,55,4,1,1,2,13,4,1,1,1,0,0,0,5,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
977,8515.68836574,33940.6312626,25941.883768,51019.038075799996,0.0,5000.0,5000.0,0.0,3060.0,14560.0,17620.0,6100.0,3060.0,1.0,30,1,2,2,1,9,3,2,1,1,1,0,0,1,2,0,0,1,18-34,Some college,Black/African-American,20-39.9%,Bottom 25%,0,1,1,0.0
978,12777.1801326,136843.436876,136411.072146,136843.436876,0.0,0.0,0.0,0.0,155480.0,270900.0,426380.0,78800.0,0.0,0.0,41,2,1,1,2,11,3,4,1,0,1,1,0,3,4,0,0,0,35-44,Some college,Other,60-79.9%,50-74.9%,1,0,1,0.0
979,3161.31992856,28103.707415,0.0,43236.472946,0.0,0.0,0.0,6000.0,16000.0,54500.0,70500.0,500.0,0.0,0.0,34,1,1,1,2,9,3,2,1,0,0,0,1,2,1,1,0,0,18-34,Some college,Black/African-American,Bottom 20%,25-49.9%,1,0,1,0.21349496389923187
980,2483.24273354,44749.7494988,45182.1142284,62909.068136199996,0.0,0.0,0.0,0.0,23116.0,17868.0,40984.0,544.0,4516.0,0.0,42,2,1,1,0,8,2,1,1,0,1,1,0,1,2,0,0,0,35-44,HS diploma/GED,White non-Hispanic,20-39.9%,Bottom 25%,1,0,1,0.0
981,2106.52776344,234557.86573000002,138356.71343,194564.12826,35000.0,125000.0,160000.0,23000.0,167200.0,540750.0,707950.0,331550.0,0.0,1.0,30,1,1,1,1,14,4,4,1,1,1,0,1,3,5,1,1,1,18-34,College degree+,Other,80-89.9%,50-74.9%,1,0,1,0.09805682673833391
982,2321.9879627,199968.68737,183755.01002,216182.36472999997,28000.0,15000.0,43000.0,0.0,548600.0,432600.0,981200.0,208000.0,1000.0,1.0,45,3,1,2,0,12,4,1,1,1,1,0,0,3,5,0,1,1,45-54,College degree+,White non-Hispanic,80-89.9%,50-74.9%,0,0,1,0.0
983,1856.96621336,189159.56914,199968.68737,189159.56914,250000.0,120000.0,370000.0,0.0,165000.0,992940.0,1157940.0,727500.0,10000.0,1.0,51,3,1,1,2,12,4,3,1,1,1,1,0,4,5,0,1,1,45-54,College degree+,Hispanic,80-89.9%,75-89.9%,1,0,1,0.0
984,2.91593869608,28804138.2764,335298.84769799997,28804138.2764,49600.0,312400.0,362000.0,0.0,0.0,505382360.0,505382360.0,18245140.0,0.0,1.0,58,4,1,1,2,8,2,1,1,1,1,0,0,5,6,0,1,1,55-64,HS diploma/GED,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
985,5787.33371852,49073.3967936,0.0,49073.3967936,350000.0,0.0,350000.0,0.0,0.0,1170860.0,1170860.0,629000.0,0.0,0.0,68,5,1,1,0,9,3,1,0,1,1,1,0,4,2,0,1,1,65-74,Some college,White non-Hispanic,20-39.9%,75-89.9%,1,0,0,0.0
986,9198.38939136,41074.649298799995,0.0,28103.707415,0.0,0.0,0.0,0.0,85000.0,55387.0,140387.0,207.0,45000.0,0.0,55,4,1,1,2,9,3,1,0,0,0,0,0,2,2,0,0,0,55-64,Some college,White non-Hispanic,20-39.9%,25-49.9%,1,0,0,0.0
987,8782.468877880001,108091.18236,90796.593186,97282.064128,26000.0,6760.0,32760.0,0.0,0.0,1312340.0,1312340.0,159680.0,0.0,1.0,41,2,1,1,3,12,4,1,1,1,1,0,0,4,4,0,1,1,35-44,College degree+,White non-Hispanic,60-79.9%,75-89.9%,1,0,1,0.0
988,1729.0018952599999,91228.9579156,49721.943888,91228.9579156,0.0,3500.0,3500.0,0.0,134836.0,129536.0,264372.0,103700.0,306.0,1.0,63,4,1,2,0,8,2,2,1,1,1,1,0,2,4,0,0,1,55-64,HS diploma/GED,Black/African-American,60-79.9%,25-49.9%,0,0,1,0.0
989,46.6907552104,11967855.711399999,0.0,4887883.26656,0.0,0.0,0.0,0.0,1340000.0,118014970.0,119354970.0,37488170.0,0.0,0.0,72,5,1,1,0,9,3,1,1,0,0,0,0,5,6,0,0,0,65-74,Some college,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
990,2191.5770626599997,26590.4308618,0.0,26590.4308618,0.0,0.0,0.0,0.0,30800.0,58800.0,89600.0,200.0,0.0,0.0,61,4,1,1,0,8,2,3,0,0,0,0,0,2,1,0,0,0,55-64,HS diploma/GED,Hispanic,Bottom 20%,25-49.9%,1,0,0,0.0
991,3113.0344284400003,274551.60321,156732.21443,274551.60321,0.0,0.0,0.0,10000.0,613174.0,280768.0,893942.0,11142.0,40000.0,0.0,55,4,1,1,1,8,2,1,1,0,1,1,1,3,6,1,0,0,55-64,HS diploma/GED,White non-Hispanic,Top 10%,50-74.9%,1,0,1,0.03642302533688418
992,3715.53526376,533538.0761539999,0.0,405341.93387,924800.0,0.0,924800.0,0.0,0.0,9616195.0,9616195.0,5326300.0,0.0,0.0,80,6,1,1,0,14,4,1,0,1,0,0,0,5,6,0,1,1,75+,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,0,0.0
993,14042.5750838,83230.210421,70259.268537,83230.210421,0.0,0.0,0.0,0.0,141280.0,363020.0,504300.0,21500.0,1500.0,0.0,51,3,2,2,1,8,2,1,1,0,0,0,0,3,3,0,0,0,45-54,HS diploma/GED,White non-Hispanic,40-59.9%,50-74.9%,0,1,1,0.0
994,5766.80294256,338973.947898,302655.31062,176837.174348,0.0,0.0,0.0,20000.0,67000.0,1159000.0,1226000.0,33200.0,800.0,0.0,51,3,1,1,2,12,4,4,1,0,1,1,1,4,6,1,0,0,45-54,College degree+,Other,Top 10%,75-89.9%,1,0,1,0.05900158441090039
995,5496.2640732,16213.677354999998,16213.677354999998,17078.4068136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,2,1,2,0,7,1,2,1,0,0,0,0,1,1,0,0,0,35-44,No HS diploma,Black/African-American,Bottom 20%,Bottom 25%,0,0,1,0.0
996,11797.781153599999,25941.883768,0.0,25941.883768,0.0,0.0,37000.0,0.0,8000.0,147000.0,155000.0,39200.0,8000.0,0.0,59,4,2,2,0,13,4,1,0,1,1,0,0,2,1,0,0,1,55-64,College degree+,White non-Hispanic,Bottom 20%,25-49.9%,0,1,0,0.0
997,12380.1108062,37183.3667334,37615.731462799995,43885.0200402,0.0,900.0,900.0,7000.0,25666.0,403054.0,428720.0,7500.0,66.0,0.2,56,4,1,1,3,12,4,1,1,0,0,0,1,3,2,1,0,0,55-64,College degree+,White non-Hispanic,20-39.9%,50-74.9%,1,0,1,0.18825621816843827
998,1754.9665069999999,143977.45491,99660.07014,143977.45491,100800.0,0.0,100800.0,10000.0,159060.0,251306.0,410366.0,103366.0,9260.0,0.0,57,4,1,1,0,11,3,2,1,1,1,1,1,3,4,1,1,1,55-64,Some college,Black/African-American,60-79.9%,50-74.9%,1,0,1,0.06945531858617017
999,47.6496893388,639683.617232,324273.54709,639683.617232,6000000.0,0.0,6000000.0,0.0,0.0,120964820.0,120964820.0,39265000.0,0.0,0.0,60,4,1,1,0,12,4,1,1,1,0,0,0,5,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1000,666.7883073959999,0.0,240610.97194400002,0.0,51800.0,2635000.0,2686800.0,0.0,0.0,155047100.0,155047100.0,5121500.0,0.0,1.0,61,4,1,1,0,11,3,4,1,1,1,0,0,5,1,0,1,1,55-64,Some college,Other,Bottom 20%,Top 10%,1,0,1,
1001,8324.09095874,22266.7835674,0.0,22266.7835674,0.0,0.0,0.0,0.0,4216.0,2154.0,6370.0,1270.0,3566.0,0.0,77,6,2,2,0,9,3,1,0,0,1,1,0,1,1,0,0,0,75+,Some college,White non-Hispanic,Bottom 20%,Bottom 25%,0,1,0,0.0
1002,45.615569850600004,6682196.8938,0.0,6504927.35472,987200.0,0.0,987200.0,0.0,1840000.0,75298580.0,77138580.0,15418780.0,0.0,0.0,61,4,1,1,0,9,3,1,0,1,0,0,0,5,6,0,1,1,55-64,Some college,White non-Hispanic,Top 10%,Top 10%,1,0,0,0.0
1003,3876.79468606,19024.04809604,0.0,159110.22044,2754820.0,0.0,2754820.0,0.0,0.0,4243130.0,4243130.0,3380390.0,0.0,0.0,62,4,1,1,0,14,4,4,1,1,0,0,0,5,1,0,1,1,55-64,College degree+,Other,Bottom 20%,Top 10%,1,0,1,0.0
1004,2353.54278556,171432.615228,35886.2725452,171432.615228,255000.0,0.0,255000.0,0.0,0.0,2544800.0,2544800.0,1528400.0,0.0,0.0,84,6,1,2,0,14,4,1,0,1,1,1,0,5,5,0,1,1,75+,College degree+,White non-Hispanic,80-89.9%,Top 10%,0,0,0,0.0
1005,18595.2320626,92309.8697392,83662.5751502,92309.8697392,0.0,0.0,0.0,0.0,3000.0,317260.0,320260.0,31000.0,3000.0,0.0,59,4,1,1,1,8,2,1,1,0,0,0,0,3,4,0,0,0,55-64,HS diploma/GED,White non-Hispanic,60-79.9%,50-74.9%,1,0,1,0.0
1006,15087.2222906,27887.525049999997,0.0,27887.525049999997,0.0,0.0,0.0,0.0,0.0,99960.0,99960.0,30300.0,0.0,0.0,70,5,2,2,0,9,3,1,0,0,0,0,0,2,1,0,0,0,65-74,Some college,White non-Hispanic,Bottom 20%,25-49.9%,0,1,0,0.0
1007,1960.52378344,160191.13226399999,0.0,160191.13226399999,0.0,0.0,720000.0,0.0,536000.0,2064700.0,2600700.0,968700.0,0.0,1.0,60,4,2,2,1,11,3,4,0,1,1,1,0,5,5,0,0,1,55-64,Some college,Other,80-89.9%,Top 10%,0,1,0,0.0
1008,8233.371987219998,194564.12826,192402.30461,194564.12826,0.0,0.0,0.0,0.0,473400.0,809940.0,1283340.0,454640.0,5000.0,0.0,49,3,1,1,1,13,4,1,1,0,0,0,0,4,5,0,0,0,45-54,College degree+,White non-Hispanic,80-89.9%,75-89.9%,1,0,1,0.0
1009,12914.937861800001,87337.67535040001,86472.945892,87337.67535040001,0.0,843180.0,843180.0,0.0,91200.0,1124900.0,1216100.0,890480.0,2000.0,1.0,52,3,2,2,0,11,3,1,1,1,1,0,0,3,3,0,0,1,45-54,Some college,White non-Hispanic,40-59.9%,50-74.9%,0,1,1,0.0
1010,2920.00354728,609634.26854,295521.292588,554507.76553,1467000.0,0.0,1551000.0,0.0,0.0,5155800.0,5155800.0,3903000.0,0.0,0.0,73,5,1,1,0,14,4,1,1,1,1,0,0,5,6,0,1,1,65-74,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1011,5886.077174579999,75663.827655,75663.827655,75663.827655,66000.0,40000.0,106000.0,100000.0,239000.0,205000.0,444000.0,125000.0,10000.0,1.0,36,2,1,1,2,12,4,4,1,1,1,0,1,3,3,1,1,1,35-44,College degree+,Other,40-59.9%,50-74.9%,1,0,1,1.321635490818205
1012,2121.52595836,49505.761523,49289.579158399996,49505.761523,0.0,0.0,0.0,2000.0,2000.0,3806.0,5806.0,5806.0,0.0,0.0,49,3,2,2,1,12,4,2,1,0,1,1,1,1,2,1,0,0,45-54,College degree+,Black/African-American,20-39.9%,Bottom 25%,0,1,1,0.04039933814715314
1013,3691.28410888,485329.40882,0.0,485329.40882,1748000.0,0.0,1748000.0,0.0,90000.0,4691800.0,4781800.0,1829800.0,0.0,0.0,74,5,2,2,0,12,4,1,0,1,0,0,0,5,6,0,1,1,65-74,College degree+,White non-Hispanic,Top 10%,Top 10%,0,1,0,0.0
1014,2540.93884234,394532.81563,302655.31062,394532.81563,0.0,538000.0,538000.0,0.0,96980.0,3235020.0,3332000.0,841600.0,0.0,1.0,65,5,1,1,0,9,3,1,1,1,1,1,0,5,6,0,0,1,65-74,Some college,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1015,3220.91706592,94147.41984,0.0,94147.41984,248000.0,0.0,248000.0,0.0,161600.0,460704.0,622304.0,264104.0,0.0,0.0,74,5,1,1,0,9,3,1,0,1,1,1,0,3,4,0,1,1,65-74,Some college,White non-Hispanic,60-79.9%,50-74.9%,1,0,0,0.0
1016,15350.504052,25509.5190384,0.0,25509.5190384,0.0,0.0,0.0,0.0,0.0,235200.0,235200.0,2000.0,0.0,0.0,94,6,2,2,0,8,2,1,0,0,0,0,0,3,1,0,0,0,75+,HS diploma/GED,White non-Hispanic,Bottom 20%,50-74.9%,0,1,0,0.0
1017,3928.88005566,54045.59118199999,54045.59118199999,54045.59118199999,0.0,0.0,0.0,0.0,102460.0,69590.0,172050.0,50.0,1260.0,0.0,39,2,1,1,1,8,2,3,1,0,0,0,0,2,2,0,0,0,35-44,HS diploma/GED,Hispanic,20-39.9%,25-49.9%,1,0,1,0.0
1018,3013.4721942200003,62692.885771999994,0.0,25941.883768,0.0,0.0,0.0,0.0,40622.0,51868.0,92490.0,90.0,42.0,0.0,76,6,2,2,0,7,1,2,1,0,0,0,0,2,3,0,0,0,75+,No HS diploma,Black/African-American,40-59.9%,25-49.9%,0,1,1,0.0
1019,1950.842466,71340.180361,64854.709419,71340.180361,0.0,0.0,0.0,0.0,20976.0,7924.0,28900.0,6500.0,176.0,0.0,50,3,1,1,1,3,1,3,1,0,1,1,0,1,3,0,0,0,45-54,No HS diploma,Hispanic,40-59.9%,Bottom 25%,1,0,1,0.0
1020,4369.00427458,151327.65531,0.0,172945.89178,150000.0,0.0,150000.0,0.0,186200.0,686706.0,872906.0,477506.0,0.0,0.0,73,5,1,1,1,14,4,1,1,1,0,0,0,4,4,0,1,1,65-74,College degree+,White non-Hispanic,60-79.9%,75-89.9%,1,0,1,0.0
1021,5489.30010418,37831.913828,27022.795590999995,37831.913828,0.0,0.0,0.0,0.0,0.0,69200.0,69200.0,0.0,0.0,0.0,32,1,1,1,4,6,1,2,1,0,0,0,0,2,2,0,0,0,18-34,No HS diploma,Black/African-American,20-39.9%,25-49.9%,1,0,1,0.0
1022,10761.922417,34589.178357,0.0,35670.09018,0.0,0.0,0.0,10000.0,16690.0,-4522.0,12168.0,5588.0,4560.0,0.0,68,5,2,2,1,8,2,4,0,0,0,0,1,1,2,1,0,0,65-74,HS diploma/GED,Other,20-39.9%,Bottom 25%,0,1,0,0.28910776361290025
1023,3596.5089834,94039.328657,94039.328657,94039.328657,0.0,39800.0,39800.0,70700.0,589364.0,216556.0,805920.0,47240.0,984.0,0.2,63,4,1,1,3,9,3,2,1,1,1,0,1,3,4,1,0,1,55-64,Some college,Black/African-American,60-79.9%,50-74.9%,1,0,1,0.7518131085119918
1024,6886.32543626,387398.79759800003,351296.34269,284063.62725400005,0.0,470000.0,470000.0,0.0,534263.6,837798.4,1372062.0,625562.0,33000.0,1.0,56,4,2,2,1,9,3,1,1,1,1,0,0,4,6,0,0,1,55-64,Some college,White non-Hispanic,Top 10%,75-89.9%,0,1,1,0.0
1025,4844.48452988,22266.7835674,0.0,22266.7835674,0.0,0.0,0.0,0.0,7500.0,2730.0,10230.0,2950.0,1200.0,0.0,61,4,1,2,0,8,2,1,1,0,0,0,0,1,1,0,0,0,55-64,HS diploma/GED,White non-Hispanic,Bottom 20%,Bottom 25%,0,0,1,0.0
1026,2639.7989315799996,198455.41082,45182.114228599996,198455.41082,0.0,0.0,0.0,0.0,367100.0,931700.0,1298800.0,33000.0,28000.0,0.0,57,4,1,1,0,9,3,1,1,0,0,0,0,4,5,0,0,0,55-64,Some college,White non-Hispanic,80-89.9%,75-89.9%,1,0,1,0.0
1027,10926.4736486,19672.5951904,0.0,19672.5951904,0.0,0.0,0.0,0.0,0.0,450.0,450.0,450.0,0.0,0.0,51,3,1,2,0,8,2,1,0,0,0,0,0,1,1,0,0,0,45-54,HS diploma/GED,White non-Hispanic,Bottom 20%,Bottom 25%,0,0,0,0.0
1028,7869.394181419999,424365.9819639999,313464.42886,564235.97194,2025000.0,0.0,2025000.0,0.0,465000.0,7965680.0,8430680.0,3966200.0,0.0,0.0,72,5,1,1,0,12,4,1,1,1,0,0,0,5,6,0,1,1,65-74,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1029,13016.158620600001,36318.6372744,36318.6372744,36318.6372744,0.0,146.0,146.0,0.0,300.0,646.0,946.0,946.0,300.0,1.0,64,4,1,2,0,8,2,1,1,1,1,0,0,1,2,0,0,1,55-64,HS diploma/GED,White non-Hispanic,20-39.9%,Bottom 25%,0,0,1,0.0
1030,2277.42508796,18591.6833668,0.0,18591.6833668,0.0,0.0,0.0,0.0,0.0,7480.0,7480.0,600.0,0.0,0.0,60,4,1,1,1,3,1,3,0,0,0,0,0,1,1,0,0,0,55-64,No HS diploma,Hispanic,Bottom 20%,Bottom 25%,1,0,0,0.0
1031,2843.5864790799997,29184.619238000003,0.0,38912.825651,0.0,0.0,0.0,0.0,0.0,4290.0,4290.0,50.0,0.0,0.0,45,3,1,2,0,8,2,4,1,0,0,0,0,1,1,0,0,0,45-54,HS diploma/GED,Other,Bottom 20%,Bottom 25%,0,0,1,0.0
1032,5681.16683948,12322.394789599999,9187.750500979999,43452.6553106,0.0,0.0,0.0,55200.0,55200.0,-16626.0,38574.0,354.0,0.0,0.0,57,4,2,2,1,9,3,2,0,0,0,0,1,1,1,1,0,0,55-64,Some college,Black/African-American,Bottom 20%,Bottom 25%,0,1,0,4.479648716221002
1033,782.222009904,1921861.2224600003,386534.068138,1921861.2224600003,50000.0,0.0,50000.0,0.0,0.0,15602400.0,15602400.0,2235000.0,0.0,0.0,55,4,1,1,0,12,4,1,1,1,0,0,0,5,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1034,14265.8761988,84094.93987959999,88634.769539,84094.93987959999,75000.0,0.0,75000.0,0.0,382000.0,475380.0,857380.0,186500.0,40000.0,0.0,37,2,1,1,0,8,2,4,1,1,1,1,0,3,3,0,1,1,35-44,HS diploma/GED,Other,40-59.9%,50-74.9%,1,0,1,0.0
1035,9723.006116139999,216182.36472999997,216182.36472999997,216182.36472999997,0.0,0.0,0.0,0.0,300150.0,440650.0,740800.0,17000.0,150.0,0.0,65,5,1,1,1,12,4,2,1,0,0,0,0,3,5,0,0,0,65-74,College degree+,Black/African-American,80-89.9%,50-74.9%,1,0,1,0.0
1036,2881.65246458,37399.549098,32427.354709,37399.549098,0.0,0.0,0.0,0.0,0.0,1752.0,1752.0,1752.0,0.0,0.0,34,1,1,2,0,9,3,2,1,0,0,0,0,1,2,0,0,0,18-34,Some college,Black/African-American,20-39.9%,Bottom 25%,0,0,1,0.0
1037,7306.85367196,151327.65531,151327.65531,151327.65531,20000.0,200000.0,220150.0,10000.0,202780.0,431370.0,634150.0,240150.0,3800.0,1.0,53,3,1,1,1,9,3,1,1,1,1,0,1,3,4,1,1,1,45-54,Some college,White non-Hispanic,60-79.9%,50-74.9%,1,0,1,0.06608177454091026
1038,8070.69699988,89715.681363,87553.857715,89715.681363,0.0,0.0,0.0,13000.0,27680.0,29420.0,57100.0,22900.0,1500.0,0.0,42,2,1,1,4,12,4,2,1,0,1,1,1,2,3,1,0,0,35-44,College degree+,Black/African-American,40-59.9%,25-49.9%,1,0,1,0.14490220441396973
