YY1,WGT,INCOME,WAGEINC,NORMINC,IRAKH,THRIFT,RETQLIQ,EDN_INST,DEBT,NETWORTH,ASSET,FIN,CCBAL,DCPLANCJ,AGE,AGECL,HHSEX,MARRIED,KIDS,EDUC,EDCL,RACECL4,LF,HRETQLIQ,ANYPEN,DBPLANCJ,HEDN_INST,NWCAT,INCCAT,has_student_debt,has_ira,has_retirement,age_group,educ_group,race_group,income_group,nw_group,is_married,is_female,in_labor_force,debt_to_income
1683,3282.1925492399996,1859168.33668,1729458.9178,648547.09419,1108000.0,0.0,1108000.0,0.0,980000.0,7141800.0,8121800.0,5993000.0,0.0,0.0,52,3,1,1,0,12,4,1,0,1,1,1,0,5,6,0,1,1,45-54,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,0,0.0
1684,8990.709220820001,14484.2184366,0.0,14484.2184366,0.0,0.0,0.0,0.0,0.0,176624.0,176624.0,12584.0,0.0,0.0,66,5,2,2,0,9,3,4,0,0,0,0,0,2,1,0,0,0,65-74,Some college,Other,Bottom 20%,25-49.9%,0,1,0,0.0
1685,3423.15336028,28103.707415,28103.707415,28103.707415,0.0,0.0,0.0,0.0,300.0,40940.0,41240.0,0.0,300.0,0.0,68,5,1,1,3,-1,1,3,1,0,0,0,0,2,1,0,0,0,65-74,No HS diploma,Hispanic,Bottom 20%,25-49.9%,1,0,1,0.0
1686,4060.59847394,809602.95591,756638.27655,809602.95591,0.0,1525000.0,1525000.0,0.0,0.0,6842800.0,6842800.0,5055000.0,0.0,1.0,64,4,1,1,0,9,3,1,1,1,1,0,0,5,6,0,0,1,55-64,Some college,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1687,19399.685425800002,86472.945892,86472.945892,86472.945892,55000.0,35000.0,100000.0,0.0,167920.0,227080.0,395000.0,118000.0,0.0,1.0,30,1,1,2,1,13,4,1,1,1,1,0,0,3,3,0,1,1,18-34,College degree+,White non-Hispanic,40-59.9%,50-74.9%,0,0,1,0.0
1688,2576.41132202,296818.386774,296818.386774,296818.386774,146400.0,0.0,146400.0,203200.0,503200.0,247600.0,750800.0,189400.0,0.0,0.0,35,2,1,1,0,13,4,4,1,1,0,0,1,3,6,1,1,1,35-44,College degree+,Other,Top 10%,50-74.9%,1,0,1,0.6845937079858808
1689,14460.2611696,117387.02404799999,110901.55310599999,124304.85972,0.0,11000.0,11000.0,0.0,0.0,67896.0,67896.0,59776.0,0.0,1.0,26,1,1,1,0,12,4,1,1,1,1,0,0,2,4,0,0,1,18-34,College degree+,White non-Hispanic,60-79.9%,25-49.9%,1,0,1,0.0
1690,2044.6791130999998,1040269.5390799999,1026866.2325000002,756638.27655,605000.0,500000.0,1105000.0,0.0,0.0,2485200.0,2485200.0,2064400.0,0.0,1.0,49,3,1,1,3,12,4,1,1,1,1,0,0,5,6,0,1,1,45-54,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1691,5858.7611975,165379.50902,162136.77355,165379.50902,250000.0,0.0,250000.0,8000.0,49800.0,977320.0,1027120.0,264200.0,800.0,0.0,43,2,1,1,2,11,3,1,1,1,0,0,1,4,5,1,1,1,35-44,Some college,White non-Hispanic,80-89.9%,75-89.9%,1,0,1,0.04837358659126584
1692,10105.184726219999,47992.4849698,47776.3026052,47992.4849698,0.0,0.0,0.0,0.0,300.0,23440.0,23740.0,9160.0,300.0,0.0,39,2,1,2,0,9,3,2,1,0,0,0,0,1,2,0,0,0,35-44,Some college,Black/African-American,20-39.9%,Bottom 25%,0,0,1,0.0
1693,5910.567516360001,291846.19238,0.0,291846.19238,0.0,0.0,0.0,0.0,211000.0,336780.0,547780.0,55000.0,1000.0,0.0,48,3,1,1,0,12,4,1,1,0,0,0,0,3,6,0,0,0,45-54,College degree+,White non-Hispanic,Top 10%,50-74.9%,1,0,1,0.0
1694,4001.30022436,469115.73146000004,443173.8477,469115.73146000004,1300000.0,550000.0,1850000.0,0.0,970000.0,4452800.0,5422800.0,3530000.0,0.0,1.0,61,4,1,1,1,14,4,1,1,1,1,0,0,5,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1695,7190.57480242,51883.767535,51883.767535,51883.767535,0.0,0.0,0.0,0.0,774.0,-616.0,158.0,158.0,474.0,0.0,42,2,1,1,3,5,1,3,1,0,0,0,0,1,2,0,0,0,35-44,No HS diploma,Hispanic,20-39.9%,Bottom 25%,1,0,1,0.0
1696,6377.12749644,83446.3927854,64854.709419,83446.3927854,179200.0,14600.0,193800.0,0.0,190000.0,1777961.0,1967961.0,1043801.0,0.0,1.0,61,4,2,2,0,8,2,1,1,1,1,0,0,5,3,0,1,1,55-64,HS diploma/GED,White non-Hispanic,40-59.9%,Top 10%,0,1,1,0.0
1697,7830.276405500001,72896.69338679999,0.0,72896.69338679999,200000.0,0.0,200000.0,0.0,0.0,1173800.0,1173800.0,723000.0,0.0,0.0,80,6,1,1,0,12,4,1,0,1,1,1,0,4,3,0,1,1,75+,College degree+,White non-Hispanic,40-59.9%,75-89.9%,1,0,0,0.0
1698,694.112192778,1150090.18036,608120.991984,1150090.18036,0.0,450000.0,520000.0,0.0,180200.0,11988400.0,12168600.0,1960000.0,0.0,1.0,64,4,1,1,0,12,4,3,1,1,1,0,0,5,6,0,0,1,55-64,College degree+,Hispanic,Top 10%,Top 10%,1,0,1,0.0
1699,17818.4155048,24212.4248496,23996.2424848,24212.4248496,0.0,0.0,0.0,0.0,0.0,30400.0,30400.0,400.0,0.0,0.0,62,4,1,1,1,-1,1,3,0,0,0,0,0,2,1,0,0,0,55-64,No HS diploma,Hispanic,Bottom 20%,25-49.9%,1,0,0,0.0
1700,11401.1638336,36967.1843686,0.0,64854.709419,400000.0,0.0,400000.0,0.0,0.0,425200.0,425200.0,417500.0,0.0,0.0,69,5,1,2,0,14,4,1,1,1,0,0,0,3,2,0,1,1,65-74,College degree+,White non-Hispanic,20-39.9%,50-74.9%,0,0,1,0.0
1701,9500.645655,76744.739479,76744.739479,76744.739479,0.0,43000.0,43000.0,0.0,6200.0,160300.0,166500.0,125500.0,0.0,1.0,28,1,2,2,0,12,4,1,1,1,1,0,0,2,3,0,0,1,18-34,College degree+,White non-Hispanic,40-59.9%,25-49.9%,0,1,1,0.0
1702,11845.372828,49721.943888,49721.943888,49721.943888,0.0,0.0,0.0,19400.0,27056.0,-17936.0,9120.0,880.0,530.0,0.0,28,1,2,2,0,9,3,1,1,0,0,0,1,1,2,1,0,0,18-34,Some college,White non-Hispanic,20-39.9%,Bottom 25%,0,1,1,0.3901697818512288
1703,1373.40074114,107010.27054000001,89499.498998,116089.92985799999,0.0,0.0,0.0,0.0,19400.0,17700.0,37100.0,1500.0,0.0,0.0,48,3,1,1,1,8,2,1,1,0,0,0,0,1,4,0,0,0,45-54,HS diploma/GED,White non-Hispanic,60-79.9%,Bottom 25%,1,0,1,0.0
1704,569.56238005,594501.50301,594501.50301,378319.13828,0.0,800000.0,800000.0,0.0,1354000.0,2366100.0,3720100.0,1574300.0,4000.0,1.0,41,2,1,1,2,13,4,4,1,1,1,0,0,5,6,0,0,1,35-44,College degree+,Other,Top 10%,Top 10%,1,0,1,0.0
1705,2453.06594386,292278.55711200007,281037.07415,292278.55711200007,1123400.0,295000.0,1418400.0,0.0,0.0,3165600.0,3165600.0,2289800.0,0.0,1.0,62,4,1,1,0,12,4,1,1,1,1,1,0,5,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1706,4321.21508398,47560.12024,0.0,47560.12024,0.0,0.0,0.0,0.0,0.0,6360.0,6360.0,700.0,0.0,0.0,44,2,1,1,2,8,2,3,1,0,0,0,0,1,2,0,0,0,35-44,HS diploma/GED,Hispanic,20-39.9%,Bottom 25%,1,0,1,0.0
1707,7379.09680086,14051.853706999998,1080.9118236,14051.853706999998,0.0,0.0,30000.0,0.0,0.0,478700.0,478700.0,35900.0,0.0,0.0,31,1,1,2,0,9,3,2,1,1,1,0,0,3,1,0,0,1,18-34,Some college,Black/African-American,Bottom 20%,50-74.9%,0,0,1,0.0
1708,8008.64426186,244286.07214,216182.36472999997,244286.07214,100000.0,0.0,100000.0,100000.0,775000.0,345000.0,1120000.0,161000.0,0.0,0.0,35,2,1,1,0,12,4,2,1,1,1,1,1,3,5,1,1,1,35-44,College degree+,Black/African-American,80-89.9%,50-74.9%,1,0,1,0.4093561254801712
1709,7593.4598460199995,62260.521042,62044.3386772,86472.945892,0.0,0.0,0.0,0.0,24400.0,119000.0,143400.0,14000.0,0.0,0.0,27,1,1,1,2,7,1,4,1,0,0,0,0,2,2,0,0,0,18-34,No HS diploma,Other,20-39.9%,25-49.9%,1,0,1,0.0
1710,757.7353441600001,48641.032064,0.0,48641.032064,0.0,0.0,0.0,0.0,14000.0,1809860.0,1823860.0,171060.0,14000.0,0.0,59,4,1,2,0,13,4,1,1,0,0,0,0,4,2,0,0,0,55-64,College degree+,White non-Hispanic,20-39.9%,75-89.9%,0,0,1,0.0
1711,12278.604174799999,14916.583166199998,0.0,14916.583166199998,0.0,0.0,0.0,0.0,6120.0,377000.0,383120.0,22260.0,6120.0,0.0,63,4,1,2,0,8,2,1,0,0,0,0,0,3,1,0,0,0,55-64,HS diploma/GED,White non-Hispanic,Bottom 20%,50-74.9%,0,0,0,0.0
1712,438.82028418,979089.9298599999,0.0,979089.9298599999,3500000.0,0.0,3500000.0,0.0,0.0,43297600.0,43297600.0,21600000.0,0.0,0.0,84,6,1,1,0,14,4,1,1,1,0,0,0,5,6,0,1,1,75+,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1713,951.5637322099999,63773.797595,0.0,63773.797595,601000.0,0.0,601000.0,0.0,0.0,2428780.0,2428780.0,614780.0,0.0,0.0,67,5,2,2,0,12,4,4,0,1,0,0,0,5,3,0,1,1,65-74,College degree+,Other,40-59.9%,Top 10%,0,1,0,0.0
1714,2007.04159516,46738.6272544,162136.77355,447756.9138280001,235800.0,882.0,236682.0,0.0,286000.0,2141882.0,2427882.0,515082.0,0.0,1.0,65,5,1,1,0,12,4,1,1,1,1,0,0,5,2,0,1,1,65-74,College degree+,White non-Hispanic,20-39.9%,Top 10%,1,0,1,0.0
1715,2558.94324804,85608.21643279999,81068.386774,85608.21643279999,0.0,0.0,0.0,10000.0,228320.0,69494.0,297814.0,3114.0,1320.0,0.0,49,3,1,1,1,4,1,3,1,0,0,0,1,2,3,1,0,0,45-54,No HS diploma,Hispanic,40-59.9%,25-49.9%,1,0,1,0.11681121762243131
1716,8252.77439402,64854.7094188,51883.767535,60531.062124000004,0.0,2900.0,5820.0,28000.0,233520.0,14388.0,247908.0,9968.0,1320.0,1.0,39,2,1,2,2,12,4,1,1,1,1,0,1,1,3,1,0,1,35-44,College degree+,White non-Hispanic,40-59.9%,Bottom 25%,0,0,1,0.4317342603324254
1717,7369.178537379999,108091.18236,108091.18236,108091.18236,50000.0,60000.0,110000.0,0.0,0.0,442900.0,442900.0,435200.0,0.0,1.0,25,1,1,1,0,12,4,1,1,1,1,0,0,3,4,0,1,1,18-34,College degree+,White non-Hispanic,60-79.9%,50-74.9%,1,0,1,0.0
1718,13988.649006000001,15781.3126254,0.0,15781.3126254,0.0,0.0,0.0,25600.0,25600.0,-16102.0,9498.0,1738.0,0.0,0.0,77,6,1,2,0,14,4,4,0,0,0,0,1,1,1,1,0,0,75+,College degree+,Other,Bottom 20%,Bottom 25%,0,0,0,1.6221717804890854
1719,8295.94726198,43236.472946,43236.472946,43236.472946,0.0,0.0,0.0,0.0,58000.0,98866.0,156866.0,0.0,21000.0,0.0,63,4,1,2,0,8,2,2,1,0,0,0,0,2,2,0,0,0,55-64,HS diploma/GED,Black/African-American,20-39.9%,25-49.9%,0,0,1,0.0
1720,3250.46789154,79987.47495,77825.651303,59450.150301,0.0,3000.0,3000.0,110000.0,111400.0,-102899.0,8501.0,3001.0,0.0,1.0,40,2,1,1,4,12,4,1,1,1,1,0,1,1,3,1,0,1,35-44,College degree+,White non-Hispanic,40-59.9%,Bottom 25%,1,0,1,1.3752153080061693
1721,3836.76970326,331839.92986,304817.13427,331839.92986,75000.0,1087000.0,1162000.0,0.0,245000.0,13814300.0,14059300.0,1718500.0,0.0,1.0,61,4,1,1,0,12,4,1,1,1,1,0,0,5,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1722,10198.872953,73502.004008,73502.004008,73502.004008,0.0,32000.0,32000.0,10500.0,10500.0,53520.0,64020.0,54020.0,0.0,1.0,30,1,2,2,0,12,4,4,1,1,1,0,1,2,3,1,0,1,18-34,College degree+,Other,40-59.9%,25-49.9%,0,1,1,0.1428532479040595
1723,13569.346458600001,43452.6553106,43236.472946,43452.6553106,0.0,0.0,6940.0,120800.0,120800.0,-111894.0,8906.0,8906.0,0.0,0.0,36,2,2,2,1,13,4,2,1,1,1,0,1,1,2,1,0,1,35-44,College degree+,Black/African-American,20-39.9%,Bottom 25%,0,1,1,2.780037241372718
1724,6870.72542398,39993.737475,39993.737475,39993.737475,0.0,0.0,0.0,0.0,23000.0,41000.0,64000.0,3100.0,940.0,0.0,50,3,2,2,0,8,2,1,0,0,0,0,0,2,2,0,0,0,45-54,HS diploma/GED,White non-Hispanic,20-39.9%,25-49.9%,0,1,0,0.0
1725,6671.25173466,39561.3727454,12970.941884,64854.709419,217000.0,0.0,217000.0,0.0,0.0,656800.0,656800.0,317000.0,0.0,0.0,68,5,1,1,1,8,2,1,0,1,0,0,0,3,2,0,1,1,65-74,HS diploma/GED,White non-Hispanic,20-39.9%,50-74.9%,1,0,0,0.0
1726,2047.40858844,25941.883767799998,0.0,25941.883767799998,0.0,0.0,0.0,0.0,0.0,290.0,290.0,290.0,0.0,0.0,71,5,2,2,0,3,1,3,0,0,0,0,0,1,1,0,0,0,65-74,No HS diploma,Hispanic,Bottom 20%,Bottom 25%,0,1,0,0.0
1727,953.372046952,569640.53106,-1.080911824,569640.53106,4056000.0,23880.0,4079880.0,0.0,0.0,25001540.0,25001540.0,18472280.0,0.0,1.0,72,5,1,1,1,14,4,1,1,1,1,1,0,5,6,0,1,1,65-74,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1728,2100.1713791,4085846.6934,3716174.8496600003,2423404.3086,57000.0,3900000.0,3957000.0,0.0,0.0,35596600.0,35596600.0,28276000.0,0.0,1.0,61,4,1,1,0,12,4,1,1,1,1,0,0,5,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1729,4877.98620258,145923.09619,145923.09619,97282.064128,0.0,23460.0,30460.0,0.0,5000.0,80860.0,85860.0,67460.0,0.0,1.0,27,1,1,1,0,12,4,1,1,1,1,0,0,2,4,0,0,1,18-34,College degree+,White non-Hispanic,60-79.9%,25-49.9%,1,0,1,0.0
1730,21840.3720856,29833.166332399996,0.0,29833.166332399996,0.0,0.0,0.0,0.0,0.0,101160.0,101160.0,180.0,0.0,0.0,78,6,1,1,0,9,3,1,0,0,1,1,0,2,1,0,0,0,75+,Some college,White non-Hispanic,Bottom 20%,25-49.9%,1,0,0,0.0
1731,12282.7921064,92093.68737500001,68529.8096192,92093.68737500001,0.0,0.0,0.0,0.0,184000.0,218094.0,402094.0,101994.0,0.0,0.0,56,4,2,2,3,10,3,1,1,0,0,0,0,3,3,0,0,0,55-64,Some college,White non-Hispanic,40-59.9%,50-74.9%,0,1,1,0.0
1732,7900.229557299999,345891.78357,324273.54709,199536.32264600002,0.0,25000.0,25000.0,50000.0,1278900.0,3278900.0,4557800.0,306000.0,2100.0,1.0,46,3,1,1,3,12,4,1,1,1,1,0,1,5,6,1,0,1,45-54,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.1445538818064501
1733,42.278034383199994,1826740.98196,432580.91182599997,1694869.73946,0.0,287800.0,489800.0,0.0,2802000.0,15222302.0,18024302.0,2311102.0,0.0,1.0,62,4,1,1,0,13,4,4,1,1,1,0,0,5,6,0,0,1,55-64,College degree+,Other,Top 10%,Top 10%,1,0,1,0.0
1734,7988.93540326,137924.34869800002,0.0,137924.34869800002,0.0,0.0,0.0,71800.0,72520.0,3069738.0,3142258.0,1531358.0,720.0,0.0,58,4,1,1,2,13,4,1,1,0,1,0,1,5,4,1,0,0,55-64,College degree+,White non-Hispanic,60-79.9%,Top 10%,1,0,1,0.5205752332912132
1735,21155.9730404,85932.4899802,14484.2184366,85932.4899802,15000.0,0.0,15000.0,50000.0,230900.0,213940.0,444840.0,17500.0,500.0,0.0,75,6,1,1,1,13,4,1,1,1,1,1,1,3,3,1,1,1,75+,College degree+,White non-Hispanic,40-59.9%,50-74.9%,1,0,1,0.581852102871925
1736,2551.54097716,148084.91984,151327.65531,129709.41883999998,0.0,0.0,0.0,0.0,0.0,260658.2,260658.2,229458.2,0.0,0.0,29,1,1,1,0,13,4,4,1,0,0,0,0,3,4,0,0,0,18-34,College degree+,Other,60-79.9%,50-74.9%,1,0,1,0.0
1737,1895.81285358,0.0,0.0,65287.0741482,0.0,0.0,0.0,60000.0,60000.0,31400.0,91400.0,77600.0,0.0,0.0,26,1,2,2,0,12,4,4,0,0,0,0,1,2,1,1,0,0,18-34,College degree+,Other,Bottom 20%,25-49.9%,0,1,0,
1738,10834.007939,16862.2244488,2205.06012026,16862.2244488,0.0,0.0,0.0,0.0,9500.0,76560.0,86060.0,1300.0,0.0,0.0,73,5,1,2,0,9,3,1,1,0,0,0,0,2,1,0,0,0,65-74,Some college,White non-Hispanic,Bottom 20%,25-49.9%,0,0,1,0.0
1739,3074.1534025,144842.18437,108091.18236,144842.18437,0.0,0.0,0.0,0.0,250000.0,456710.0,706710.0,70890.0,0.0,0.0,74,5,2,2,0,9,3,1,0,0,1,0,0,3,4,0,0,0,65-74,Some college,White non-Hispanic,60-79.9%,50-74.9%,0,1,0,0.0
1740,2095.2832917,54045.59118199999,0.0,59450.150301,0.0,0.0,0.0,0.0,120000.0,-51592.0,68408.0,6008.0,0.0,0.0,57,4,1,2,0,9,3,2,0,0,1,1,0,1,2,0,0,0,55-64,Some college,Black/African-American,20-39.9%,Bottom 25%,0,0,0,0.0
1741,901.933214516,37831.913828,21618.236473,37831.913828,0.0,0.0,0.0,10000.0,16600.0,18320.0,34920.0,3820.0,6600.0,0.0,52,3,1,1,4,12,4,4,1,0,0,0,1,1,2,1,0,0,45-54,College degree+,Other,20-39.9%,Bottom 25%,1,0,1,0.2643270981601476
1742,1533.4737822,14268.036071800001,0.0,43236.472946,0.0,0.0,0.0,0.0,930.0,-910.0,20.0,20.0,900.0,0.0,70,5,2,2,0,7,1,4,0,0,0,0,0,1,1,0,0,0,65-74,No HS diploma,Other,Bottom 20%,Bottom 25%,0,1,0,0.0
1743,1251.31533734,100308.6172352,120629.75951799999,100308.6172352,202400.0,130000.0,332400.0,142000.0,1157700.0,2124920.0,3282620.0,379420.0,700.0,1.0,46,3,1,2,0,14,4,1,1,1,1,1,1,5,4,1,1,1,45-54,College degree+,White non-Hispanic,60-79.9%,Top 10%,0,0,1,1.415631118381819
1744,8122.81715784,130141.783568,130141.783568,130141.783568,403200.0,105000.0,508200.0,0.0,175880.0,1041820.0,1217700.0,543700.0,880.0,1.0,59,4,1,2,0,12,4,1,1,1,1,0,0,4,4,0,1,1,55-64,College degree+,White non-Hispanic,60-79.9%,75-89.9%,0,0,1,0.0
1745,4823.96427206,416151.052102,412043.587176,416151.052102,25000.0,600000.0,625000.0,0.0,253000.0,1912220.0,2165220.0,919900.0,0.0,1.0,58,4,1,1,3,14,4,1,1,1,1,0,0,4,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,75-89.9%,1,0,1,0.0
1746,3732.9346419000003,722049.0981960001,602932.61523,722049.0981960001,0.0,0.0,0.0,0.0,0.0,7275300.0,7275300.0,4448300.0,0.0,0.0,57,4,1,1,1,12,4,1,1,0,0,0,0,5,6,0,0,0,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1747,9736.83912686,43885.0200404,43668.8376756,64854.709419,12000.0,0.0,12000.0,0.0,100000.0,264150.0,364150.0,16550.0,0.0,0.0,53,3,2,2,0,11,3,1,1,1,1,0,0,3,2,0,1,1,45-54,Some college,White non-Hispanic,20-39.9%,50-74.9%,0,1,1,0.0
1748,7352.36884684,14700.4008014,0.0,14700.4008014,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,0.0,0.0,61,4,2,2,0,8,2,1,0,0,0,0,0,1,1,0,0,0,55-64,HS diploma/GED,White non-Hispanic,Bottom 20%,Bottom 25%,0,1,0,0.0
1749,3454.5917708,37831.913828,18591.6833668,37831.913828,0.0,0.0,0.0,0.0,0.0,44894.0,44894.0,3000.0,0.0,0.0,78,6,1,1,3,2,1,3,1,0,0,0,0,2,2,0,0,0,75+,No HS diploma,Hispanic,20-39.9%,25-49.9%,1,0,1,0.0
1750,252.39886056,32427.354709,32427.354709,75663.827655,0.0,0.0,0.0,0.0,357100.0,301840.0,658940.0,17140.0,5300.0,0.0,59,4,1,1,1,8,2,3,1,0,0,0,0,3,2,0,0,0,55-64,HS diploma/GED,Hispanic,20-39.9%,50-74.9%,1,0,1,0.0
1751,2218.88088618,32643.537074,21618.236473,32643.537074,0.0,0.0,0.0,0.0,116.0,11606.0,11722.0,11722.0,0.0,0.0,40,2,2,2,1,11,3,4,1,0,0,0,0,1,2,0,0,0,35-44,Some college,Other,20-39.9%,Bottom 25%,0,1,1,0.0
1752,8910.73275876,16213.677354999998,0.0,41939.378757599996,0.0,0.0,0.0,0.0,0.0,10560.0,10560.0,200.0,0.0,0.0,46,3,1,2,1,6,1,1,0,0,0,0,0,1,1,0,0,0,45-54,No HS diploma,White non-Hispanic,Bottom 20%,Bottom 25%,0,0,0,0.0
1753,9465.873760940001,27455.1603206,10787.4999996,8971.5681363,0.0,0.0,0.0,0.0,10522.0,184.0,10706.0,2506.0,1742.0,0.0,75,6,1,1,0,10,3,4,0,0,0,0,0,1,1,0,0,0,75+,Some college,Other,Bottom 20%,Bottom 25%,1,0,0,0.0
1754,9201.613043039999,25293.3366736,21618.236473,32427.354709,0.0,0.0,0.0,0.0,0.0,11700.0,11700.0,2200.0,0.0,0.0,37,2,1,1,1,6,1,2,1,0,1,0,0,1,1,0,0,0,35-44,No HS diploma,Black/African-American,Bottom 20%,Bottom 25%,1,0,1,0.0
1755,3041.65527962,70259.268537,0.0,70259.268537,20000.0,215200.0,235200.0,0.0,341500.0,868600.0,1210100.0,262200.0,5000.0,1.0,40,2,1,1,3,12,4,3,1,1,1,0,0,4,3,0,1,1,35-44,College degree+,Hispanic,40-59.9%,75-89.9%,1,0,1,0.0
1756,3187.5912754,66584.168337,66584.1683368,66584.168337,0.0,43620.0,43620.0,0.0,68440.0,181260.0,249700.0,44740.0,400.0,1.0,45,3,1,2,1,4,1,3,1,1,1,0,0,2,3,0,0,1,45-54,No HS diploma,Hispanic,40-59.9%,25-49.9%,0,0,1,0.0
1757,8269.40552746,117603.206412,106577.90581400001,117603.206412,0.0,282600.0,282600.0,0.0,487000.0,596800.0,1083800.0,355000.0,0.0,1.0,58,4,1,1,0,8,2,2,1,1,1,1,0,3,4,0,0,1,55-64,HS diploma/GED,Black/African-American,60-79.9%,50-74.9%,1,0,1,0.0
1758,13579.939697999998,108091.18236,71340.180361,73502.004008,0.0,0.0,0.0,35000.0,147600.0,70380.0,217980.0,13000.0,8600.0,0.0,67,5,1,1,0,13,4,1,1,0,0,0,1,2,4,1,0,0,65-74,College degree+,White non-Hispanic,60-79.9%,25-49.9%,1,0,1,0.32380069526329863
1759,3417.20144544,91877.50501,91877.50501,91877.50501,0.0,0.0,0.0,0.0,125800.0,323840.0,449640.0,5100.0,300.0,0.0,58,4,1,1,1,9,3,2,1,0,1,1,0,3,4,0,0,0,55-64,Some college,Black/African-American,60-79.9%,50-74.9%,1,0,1,0.0
1760,11194.91691164,91877.50501,86472.945892,91877.50501,160000.0,0.0,160000.0,0.0,103480.0,411972.0,515452.0,179852.0,4200.0,0.0,49,3,1,1,0,9,3,1,1,1,0,0,0,3,3,0,1,1,45-54,Some college,White non-Hispanic,40-59.9%,50-74.9%,1,0,1,0.0
1761,700.8236090500001,3538905.31062,0.0,3538905.31062,3150000.0,1490000.0,4640000.0,0.0,2343080.0,15011278.0,17354358.0,9777958.0,0.0,1.0,63,4,1,1,3,14,4,1,1,1,1,0,0,5,6,0,1,1,55-64,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,1,0.0
1762,471.10468844999997,1184679.3587,0.0,1184679.3587,5000000.0,0.0,5000000.0,0.0,2250000.0,35905800.0,38155800.0,36620000.0,0.0,0.0,82,6,2,2,0,12,4,1,0,1,0,0,0,5,6,0,1,1,75+,College degree+,White non-Hispanic,Top 10%,Top 10%,0,1,0,0.0
1763,2821.69963656,53397.04408839999,39129.008016,53397.04408839999,0.0,0.0,0.0,10000.0,27000.0,33900.0,60900.0,32700.0,0.0,0.0,30,1,2,2,3,11,3,2,1,0,0,0,1,2,3,1,0,0,18-34,Some college,Black/African-American,40-59.9%,25-49.9%,0,1,1,0.18727628412248398
1764,6419.53177564,75663.827655,75663.827655,64854.709419,0.0,0.0,0.0,0.0,24492.0,128708.0,153200.0,6790.0,1204.0,0.0,40,2,1,1,2,3,1,3,1,0,0,0,0,2,3,0,0,0,35-44,No HS diploma,Hispanic,40-59.9%,25-49.9%,1,0,1,0.0
1765,3239.29536202,91228.9579158,73502.004008,91228.9579158,0.0,12700.0,12700.0,0.0,6626.0,69966.0,76592.0,72092.0,1326.0,1.0,29,1,1,2,0,12,4,3,1,1,1,0,0,2,4,0,0,1,18-34,College degree+,Hispanic,60-79.9%,25-49.9%,0,0,1,0.0
1766,3286.92999888,7371.81863728,2572.5701403199996,14051.853706999998,0.0,0.0,0.0,0.0,0.0,48400.0,48400.0,24000.0,0.0,0.0,24,1,1,2,0,12,4,4,1,0,0,0,0,2,1,0,0,0,18-34,College degree+,Other,Bottom 20%,25-49.9%,0,0,1,0.0
1767,457.88159777399994,1839711.92384,1621367.7355,1839711.92384,1090000.0,0.0,1090000.0,0.0,0.0,13648000.0,13648000.0,10128400.0,0.0,0.0,68,5,1,1,0,12,4,1,0,1,0,0,0,5,6,0,1,1,65-74,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,0,0.0
1768,48.1732201868,7564220.94188,0.0,7564220.94188,6215800.0,0.0,6215800.0,0.0,27200.0,472786400.0,472813600.0,178679000.0,3400.0,0.0,72,5,1,1,0,13,4,1,0,1,0,0,0,5,6,0,1,1,65-74,College degree+,White non-Hispanic,Top 10%,Top 10%,1,0,0,0.0
1769,55.2044146386,2045085.1703400002,14484.2184366,2693632.2645199997,0.0,0.0,592400.0,0.0,1120.0,136291880.0,136293000.0,22192400.0,0.0,1.0,86,6,1,2,0,12,4,1,1,1,1,0,0,5,6,0,0,1,75+,College degree+,White non-Hispanic,Top 10%,Top 10%,0,0,1,0.0
1770,645.809139478,190024.298596,178350.4509,190024.298596,625000.0,0.0,625000.0,0.0,527600.0,1330600.0,1858200.0,900000.0,8000.0,0.0,61,4,1,1,0,13,4,1,1,1,0,0,0,4,5,0,1,1,55-64,College degree+,White non-Hispanic,80-89.9%,75-89.9%,1,0,1,0.0
1771,9491.5411102,26158.0661324,21618.236473,26158.0661324,0.0,0.0,0.0,0.0,58000.0,39720.0,97720.0,3200.0,0.0,0.0,59,4,1,2,2,7,1,1,1,0,0,0,0,2,1,0,0,0,55-64,No HS diploma,White non-Hispanic,Bottom 20%,25-49.9%,0,0,1,0.0
